Garut,-7.227906,107.908699
Jambi,-1.4851831,102.4380581
Aceh,4.695135,96.7493993
Nganjuk,-7.602932,111.901808
Makassar,-5.1333333,119.4166667
Cilegon,-6.0169825,106.040506
Asmat,-5.0573958,138.3988186
Mojokerto,-7.4722222,112.4336111
Blitar,-8.1,112.15
Mojokerto,-7.488075,112.427027
Kediri,-7.809356,112.032356
