Batam,1.0456264,104.0304535
Bekasi,-6.2333333,107
Salatiga,-7.302328,110.4729
Yogyakarta,-7.797224,110.368797
Denpasar,-8.65629,115.222099
Grobogan,-7.0217194,110.9625854
